,name,Latitude,Longitude,free_bikes,Id,Name,Category,Distance,Address,review_count,rating
93,Sainte - Notre-Dame,43.291674744737406,5.371582564461846,0.0,,,bike station,,,,
94,Place de la Corderie,43.29077871,5.371481915,4.0,,,bike station,,,,
95,République Joliette,43.30304044330242,5.368986802595486,5.0,,,bike station,,,,
96,Pierre Puget - Breteuil,43.29032689986855,5.375711092245979,4.0,,,bike station,,,,
97,Endoume - Corderie,43.28918361,5.366407727,9.0,,,bike station,,,,
98,Estrangin,43.28974291012639,5.378303806996655,2.0,,,bike station,,,,
99,Pasteur,43.29063067145421,5.359243592567395,2.0,,,bike station,,,,
100,Livon - Pasteur,43.29199367364626,5.357886145002112,0.0,,,bike station,,,,
101,Rome - Salvator,43.29099525,5.381360991,0.0,,,bike station,,,,
102,Rome Sylvabelle,43.29009961628429,5.38126895201026,0.0,,,bike station,,,,
103,Vallon Jourdan,43.28659309973765,5.363346223953386,0.0,,,bike station,,,,
104,Place du 4 Septembre,43.28856007,5.358371494,0.0,,,bike station,,,,
105,Paradis - Vignerons,43.28718443103384,5.379370104893951,2.0,,,bike station,,,,
106,Plage des Catalans,43.29010343949329,5.356114229700495,3.0,,,bike station,,,,
107,Chave Eugene Pierre,43.29516935,5.390426195,0.0,,,bike station,,,,
108,Paradis - Escat,43.283497890652455,5.380948347618755,2.0,,,bike station,,,,
109,Castellane,43.28479294027045,5.384113381462271,0.0,,,bike station,,,,
110,Place du Terrail,43.28039012260388,5.369296566841854,0.0,,,bike station,,,,
111,Vallon Montebello,43.28104431,5.378308143,2.0,,,bike station,,,,
112,Camas - Jaubert,43.29781526590139,5.393547700948375,0.0,,,bike station,,,,
113,Vallon des Auffes,43.285848320041225,5.350786907401925,1.0,,,bike station,,,,
114,Baille - Vertus,43.28850105474712,5.393086808343014,0.0,,,bike station,,,,
115,Corniche - Malmousque,43.2842190593168,5.349699767931042,2.0,,,bike station,,,,
116,Corniche - Endoume,43.28274440346115,5.35053287799019,4.0,,,bike station,,,,
117,Paradis - Lord Duveen,43.27562456,5.384392134,1.0,,,bike station,,,,
118,Plage du Prophète,43.2736131125202,5.362704849368924,3.0,,,bike station,,,,
119,Prado - Lord Duveen,43.27676858722245,5.388786515806714,0.0,,,bike station,,,,
120,Liandier - Rouet,43.278398597227664,5.392138782316124,0.0,,,bike station,,,,
121,Prado - Paradis,43.26946672,5.386439042,3.0,,,bike station,,,,
122,Negresko - Paulet,43.26931867,5.389396978,1.0,,,bike station,,,,
123,Louis Armand,43.29957938303167,5.413255322900113,0.0,,,bike station,,,,
124,Huveaune - Curtel,43.27812844,5.407194838,1.0,,,bike station,,,,
125,Huveaune - Borely,43.26201967835499,5.3792991458357164,0.0,,,bike station,,,,
126,Rolland - Platanes,43.27138756896159,5.40926929141915,3.0,,,bike station,,,,
127,Clot Bey - Leau,43.25575639,5.38230303,3.0,,,bike station,,,,
128,Escale Borély,43.25494658454127,5.3764543491352015,3.0,,,bike station,,,,
129,Mazargues - Saint Anne,43.258223500058506,5.394368605955606,0.0,,,bike station,,,,
130,Boulevard Urbain Sud - Verdillon,43.27502818,5.424533793,8.0,,,bike station,,,,
131,Boulevard urbain sud - François Mauriac,43.27072082477898,5.422763624666231,3.0,,,bike station,,,,
132,Mazargues - Almeras,43.25096566135139,5.395186297530245,2.0,,,bike station,,,,
133,Lapin Blanc,43.24693037,5.38209613,3.0,,,bike station,,,,
134,Plage de la Pointe Rouge,43.24388423106348,5.370736380062908,2.0,,,bike station,,,,
135,Lancier - Savary,43.24558129772871,5.395069220467349,1.0,,,bike station,,,,
136,Corail - Marseilleveyre,43.24062346787065,5.377642413176545,13.0,,,bike station,,,,
137,Parc Pastré,43.23958841257124,5.366238242702252,0.0,,,bike station,,,,
138,Roy d'Espagne - Floralia,43.24178222403938,5.397261332914354,2.0,,,bike station,,,,
139,Madrague de Montredon,43.231922566975584,5.355545384096217,4.0,,,bike station,,,,
140,Luminy - Parc National des Calanques,43.23156159,5.436933396,15.0,,,bike station,,,,
141,Char Jeanne d'Arc - Notre Dame de La Garde,43.286038666099785,5.370678521004038,0.0,,,bike station,,,,
142,Cours Julien - Frères Barthelemy,43.29264247456925,5.384253993651782,2.0,,,bike station,,,,
143,National - Guibal,43.30536406,5.384119039,0.0,,,bike station,,,,
144,Saint-Eugène,43.28453826179185,5.358657022621628,2.0,,,bike station,,,,
145,Chave - Goudard,43.295196228553976,5.393969861741993,0.0,,,bike station,,,,
146,Périer - Cremieux,43.2790871519652,5.380114290305642,4.0,,,bike station,,,,
147,Prado - Périer,43.27974223,5.387440377,0.0,,,bike station,,,,
148,Prado - Gabes,43.2668101,5.382693941,14.0,,,bike station,,,,
149,Gèze,43.3283706355171,5.366912086186176,0.0,,,bike station,,,,
150,Mazargues - Huveaune,43.265570946669925,5.390032250158811,1.0,,,bike station,,,,
151,Mendès France Huveaune,43.260224964054686,5.375454850246569,2.0,,,bike station,,,,
152,318 Mazargues,43.26069975,5.393983394,0.0,,,bike station,,,,
153,Hambourg Rond Point Guerre,43.25002314043684,5.389189832781312,1.0,,,bike station,,,,
154,Vieille Chapelle,43.2479001,5.374457344,2.0,,,bike station,,,,
155,Zenatti - Malrieu,43.24646666954729,5.388984457266133,2.0,,,bike station,,,,
156,Capelette - Forges,43.27946481,5.410561214,1.0,,,bike station,,,,
157,Place Dalmas,43.32287191,5.382756282,0.0,,,bike station,,,,
158,Rabateau - Hôpital Saint-Joseph,43.27410312139213,5.394016006213974,1.0,,,bike station,,,,
159,Sormiou,43.23179293755999,5.400044027608033,2.0,,,bike station,,,,
160,Livon - Vieux-Port,43.2923113,5.360730586,1.0,,,bike station,,,,
161,Perrin - Le Moulin,43.31917923,5.407725382,0.0,,,bike station,,,,
162,Strasbourg - Leca,43.30794517,5.376487141,0.0,,,bike station,,,,
163,Saint-Just - Labry,43.31260893,5.401662431,0.0,,,bike station,,,,
164,Peupliers - Berthelot,43.3371680327555,5.391824847426392,2.0,,,bike station,,,,
165,IUT Saint Jérôme,43.34080437,5.41021883,3.0,,,bike station,,,,
166,Sadi-Carnot,43.29972361,5.371828908,2.0,,,bike station,,,,
167,Hôpital Sainte-Marguerite,43.25900934682247,5.409290356125894,4.0,,,bike station,,,,
168,Foch - Boisson,43.297946098534624,5.404062681086202,0.0,,,bike station,,,,
169,Sainte Marguerite Schloesing,43.26949,5.40262,2.0,,,bike station,,,,
170,Promenade Pompidou David,43.26178214,5.374514856,0.0,,,bike station,,,,
171,Base Nautique Roucas Blanc,43.26571391,5.372890521,0.0,,,bike station,,,,
172,Tobelem - Crinias,43.28727,5.36078,1.0,,,bike station,,,,
173,Boulevard Urbain Sud - Pont de Vivaux,43.28154806631724,5.426429873252573,5.0,,,bike station,,,,
174,Lieutaud - Berlioz,43.2893069,5.38406028,0.0,,,bike station,,,,
175,Corse - Saint Maurice,43.28946766,5.363719459,1.0,,,bike station,,,,
176,Beaumont,43.30805059284097,5.43527038728962,0.0,,,bike station,,,,
177,Palais Omnisports,43.27995154116266,5.400084718244955,1.0,,,bike station,,,,
178,Rond Point du Prado,43.27312918982443,5.390725360406577,0.0,,,bike station,,,,
179,Prado - Michelet,43.27211634133852,5.391746867406027,1.0,,,bike station,,,,
180,Michelet - Huveaune,43.26796562,5.393976415,2.0,,,bike station,,,,
181,Cité Radieuse,43.26091237294747,5.3975844325293565,0.0,,,bike station,,,,
182,Michelet - Luce,43.25865839,5.398934653,2.0,,,bike station,,,,
183,Obélisque de Mazargues,43.25102036834343,5.403214047900747,2.0,,,bike station,,,,
184,Allar,43.32477130443621,5.365569501866162,1.0,,,bike station,,,,
185,La Gaye,43.257079,5.411051253,0.0,,,bike station,,,,
186,,43.2929841010118,5.37450481206179,,Z_ezFqDSgos1VLmHdePBqg,Shanghai Kitchen,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}]",6.0,14 cours Jean Ballard,10.0,5.0
187,,43.2926558819198,5.37180240555722,,gMbdTQCBPjp7mDfWJehHmQ,Le Bon Burger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American'}]",228.0,24 place aux Huiles,36.0,4.5
188,,43.295589,5.379063,,EfMabFwgjmWoUibT1DMMzw,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",462.0,10 rue d'Aubagne,132.0,4.5
189,,43.29283,5.372,,rCGAq1AU-l9YzIXQnU02Fw,César Place,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'french', 'title': 'French'}, {'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",199.0,21 place aux Huiles,131.0,4.0
190,,43.29287,5.37178,,ApiCSbuCSLk61vDLr2DV-g,Le Bouchon Provençal,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",227.0,6 place aux Huiles,39.0,4.0
191,,43.291975,5.37325,,J1swRC87LWZueCuX_I7CXQ,La Poule Noire,"[{'alias': 'french', 'title': 'French'}]",157.0,61 rue Sainte,43.0,4.0
192,,43.29253,5.37558,,Jpa7n24xU5h_UTOkbQGyJg,Le Grand Latin,"[{'alias': 'italian', 'title': 'Italian'}]",104.0,27 rue Sainte,179.0,4.0
193,,43.29274,5.37134,,Pvzn2DLyJgUWwU6X54zHZw,La Table du Fort,"[{'alias': 'french', 'title': 'French'}]",264.0,8 rue Fort Notre Dame,58.0,4.5
194,,43.293307,5.375469,,uLqZhed6FOI-Yxmdi-W2tA,Le Petit Flore,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'french', 'title': 'French'}]",78.0,14 rue Corneille,24.0,5.0
195,,43.29286,5.37251,,4glviVKuSbiEffhkCmAlXw,Le Kashmir,"[{'alias': 'pakistani', 'title': 'Pakistani'}, {'alias': 'indpak', 'title': 'Indian'}]",175.0,18 rue de la Paix,65.0,4.0
196,,43.295589,5.379063,,EfMabFwgjmWoUibT1DMMzw,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",430.0,10 rue d'Aubagne,132.0,4.5
197,,43.2972899,5.38546,,wwcX2d_9rQmz9OzUQEVFHw,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",374.0,41 rue Adolphe Thiers,65.0,4.5
198,,43.300773,5.38212,,ZAHTxYqDTbORoZ6I7G9aGw,La Manne,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",200.0,18 boulevard de la Liberté,12.0,4.5
199,,43.296302648832,5.37139641627038,,B9EDlS5y7zaHUVRFTE5PeA,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",872.0,34 quai du Port,262.0,4.0
200,,43.29869,5.38089,,7OGAxOPxyio9ti53owZYwA,Le Comptoir Dugommier,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",62.0,14 bd Dugommier,24.0,4.0
201,,43.29952,5.37744,,nrxYjkyHSklYcUv4VaNnfg,Le Grain de Sable,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'french', 'title': 'French'}]",333.0,34 Rue Baignoir,47.0,4.5
202,,43.29863,5.38076,,tYVRvl-U-lhYSRsfyLcFSQ,Ghomrassen,"[{'alias': 'moroccan', 'title': 'Moroccan'}]",76.0,21 bd Dugommier,10.0,4.5
203,,43.29424,5.384759,,qzI9sQ6vToMDi_RGk9W13w,Ummagumma,"[{'alias': 'french', 'title': 'French'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",593.0,26 rue des Trois Rois,78.0,4.5
204,,43.29734,5.38244,,rtGYloRQLta1hEiKHfIOFA,Burger and Coffee,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bagels', 'title': 'Bagels'}]",203.0,11 rue Théâtre Français,41.0,3.5
205,,43.3009903,5.3881795,,dgIFNUTyd6ZbWGyTJFyAnQ,La Cantine de Nour d'Egypte,"[{'alias': 'egyptian', 'title': 'Egyptian'}]",582.0,10 rue Bernex,23.0,4.5
206,,43.2972899,5.38546,,wwcX2d_9rQmz9OzUQEVFHw,Le Cercle Rouge,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'corsican', 'title': 'Corsican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",273.0,41 rue Adolphe Thiers,65.0,4.5
207,,43.3009903,5.3881795,,dgIFNUTyd6ZbWGyTJFyAnQ,La Cantine de Nour d'Egypte,"[{'alias': 'egyptian', 'title': 'Egyptian'}]",304.0,10 rue Bernex,23.0,4.5
208,,43.295589,5.379063,,EfMabFwgjmWoUibT1DMMzw,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",655.0,10 rue d'Aubagne,132.0,4.5
209,,43.29925,5.38618,,tpeRKLNE9Vn5EtihtKEMqQ,La Boîte à Sardine,"[{'alias': 'seafood', 'title': 'Seafood'}]",122.0,2 boulevard de la Libération,39.0,4.0
210,,43.300773,5.38212,,ZAHTxYqDTbORoZ6I7G9aGw,La Manne,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",249.0,18 boulevard de la Liberté,12.0,4.5
211,,43.29897,5.38744,,bwGTTdYVUR1B69pod45UCw,Chez Simone,"[{'alias': 'french', 'title': 'French'}]",225.0,23 cours Franklin Roosevelt,12.0,4.5
212,,43.29424,5.384759,,qzI9sQ6vToMDi_RGk9W13w,Ummagumma,"[{'alias': 'french', 'title': 'French'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",609.0,26 rue des Trois Rois,78.0,4.5
213,,43.29734,5.38244,,rtGYloRQLta1hEiKHfIOFA,Burger and Coffee,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bagels', 'title': 'Bagels'}]",316.0,11 rue Théâtre Français,41.0,3.5
214,,43.2917571,5.3842254,,KgYoPVXM50ZRhWeDl4mlMA,Le Corto,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",886.0,24 place Notre-Dame du Mont,65.0,4.5
215,,43.29443,5.38383,,4q-slQPktkv3bVPV4qrATg,Café Vian,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'provencal', 'title': 'Provencal'}, {'alias': 'bbq', 'title': 'Barbeque'}]",597.0,12 rue Vian,119.0,4.5
216,,43.296302648832,5.37139641627038,,B9EDlS5y7zaHUVRFTE5PeA,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",134.0,34 quai du Port,262.0,4.0
217,,43.295589,5.379063,,EfMabFwgjmWoUibT1DMMzw,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",515.0,10 rue d'Aubagne,132.0,4.5
218,,43.2965,5.373197,,m5ERA2E2b07Dm5DSwj_cKA,Miramar,"[{'alias': 'seafood', 'title': 'Seafood'}]",40.0,12 quai du Port,143.0,3.5
219,,43.2977099227985,5.36929702883606,,_HmsDLwMLKrbmndlNQ7ZoQ,Vinonéo,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",309.0,6 place Daviel,56.0,4.5
220,,43.296557,5.373062,,dcG-CXh6Gdi7kxRp472uiQ,L'Hippocampe,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",29.0,14 quai du Port,13.0,4.0
221,,43.2963958166187,5.37366704830174,,CSFc59c3-zGbD-cwFa1pSA,Une Table au Sud,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",75.0,1 Rue République,48.0,4.0
222,,43.2969,5.37363,,i1aD9BdALxnbeacX1j3Utw,Déjeuner en Ville,"[{'alias': 'bistros', 'title': 'Bistros'}]",59.0,5 rue de la République,21.0,4.5
223,,43.296495,5.3742438,,DEHMfZxRq9HXrLx1GEnGfg,La Kahena,"[{'alias': 'arabian', 'title': 'Arabic'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",113.0,2 rue de la République,68.0,3.5
224,,43.29621,5.37132,,tpya1qrNPfCnSDFE53A6sQ,Le Bocal,"[{'alias': 'french', 'title': 'French'}]",144.0,58 Quai Du Port,23.0,4.0
225,,43.29689,5.36919,,FHHCjx0O5Gq0udJS1reGcA,Le Café des Épices,"[{'alias': 'french', 'title': 'French'}]",304.0,4 rue du Lacydon,112.0,3.5
226,,43.295589,5.379063,,EfMabFwgjmWoUibT1DMMzw,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",326.0,10 rue d'Aubagne,132.0,4.5
227,,43.296302648832,5.37139641627038,,B9EDlS5y7zaHUVRFTE5PeA,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",316.0,34 quai du Port,262.0,4.0
228,,43.2965,5.373197,,m5ERA2E2b07Dm5DSwj_cKA,Miramar,"[{'alias': 'seafood', 'title': 'Seafood'}]",202.0,12 quai du Port,143.0,3.5
229,,43.293307,5.375469,,uLqZhed6FOI-Yxmdi-W2tA,Le Petit Flore,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'french', 'title': 'French'}]",221.0,14 rue Corneille,24.0,5.0
230,,43.2963958166187,5.37366704830174,,CSFc59c3-zGbD-cwFa1pSA,Une Table au Sud,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",167.0,1 Rue République,48.0,4.0
231,,43.293379,5.375462,,VO2Gk3YV0vMLEkc3jg0_BA,Grumpy Cakes,"[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",213.0,12 rue Corneille,35.0,4.5
232,,43.296495,5.3742438,,DEHMfZxRq9HXrLx1GEnGfg,La Kahena,"[{'alias': 'arabian', 'title': 'Arabic'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",150.0,2 rue de la République,68.0,3.5
233,,43.2926558819198,5.37180240555722,,gMbdTQCBPjp7mDfWJehHmQ,Le Bon Burger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American'}]",392.0,24 place aux Huiles,36.0,4.5
234,,43.29612,5.37825,,7av0DefYvzlnjg7dPJgirg,Toinou,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",275.0,3 cours Saint-Louis,217.0,3.5
235,,43.29261,5.37571,,OXU6KQgkDc7aM9UFDYq1nQ,Les Panisses,"[{'alias': 'french', 'title': 'French'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",301.0,23 rue Sainte,39.0,4.0
236,,43.295589,5.379063,,EfMabFwgjmWoUibT1DMMzw,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",532.0,10 rue d'Aubagne,132.0,4.5
237,,43.296302648832,5.37139641627038,,B9EDlS5y7zaHUVRFTE5PeA,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",427.0,34 quai du Port,262.0,4.0
238,,43.29952,5.37744,,nrxYjkyHSklYcUv4VaNnfg,Le Grain de Sable,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'french', 'title': 'French'}]",215.0,34 Rue Baignoir,47.0,4.5
239,,43.2963958166187,5.37366704830174,,CSFc59c3-zGbD-cwFa1pSA,Une Table au Sud,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",329.0,1 Rue République,48.0,4.0
240,,43.296495,5.3742438,,DEHMfZxRq9HXrLx1GEnGfg,La Kahena,"[{'alias': 'arabian', 'title': 'Arabic'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",308.0,2 rue de la République,68.0,3.5
241,,43.2969,5.37363,,i1aD9BdALxnbeacX1j3Utw,Déjeuner en Ville,"[{'alias': 'bistros', 'title': 'Bistros'}]",277.0,5 rue de la République,21.0,4.5
