,Name,Category,Address,review_count,rating
856,King Hallal,"[{'alias': 'butcher', 'title': 'Butcher'}]",73 Avenue Alexandre Ansaldi,1,3.0
857,Le Panetier,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",90 ave de Saint Jerome,1,3.0
858,La Cuisine du Dôme,"[{'alias': 'bistros', 'title': 'Bistros'}]",3 rue Alphonse Daudet,1,3.0
859,La Fiesta des Délices,"[{'alias': 'creperies', 'title': 'Creperies'}]",Centre commercial Merlan,1,1.0
860,Le Terminus,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",2 place du Caire,26,4.0
861,Chez Jean-Louis,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'french', 'title': 'French'}]",29 ave de Saint-Julien,24,4.0
862,Cthaï,"[{'alias': 'thai', 'title': 'Thai'}]",78 avenue du 24 avril 1915,11,4.0
863,Le Frog,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",20 ave Bois Luzy,1,5.0
864,Julien et Barnabé,"[{'alias': 'french', 'title': 'French'}]",123 ave de Saint-Julien,3,3.5
865,Shangai Express,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",19 ave de Saint Julien,17,4.0
866,Coquillages Henry,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",2 Rue Montaigne,13,4.0
867,La Cabane à Pizzas,"[{'alias': 'pizza', 'title': 'Pizza'}]",208 avenue Montolivet,5,4.5
868,Sushi and Wok,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",32 Avenue Frédéric Mistral,10,4.0
869,Boulangerie L'Atelier,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",3 Ave du 24 Avril 1915,5,3.5
870,Capo Rosso,"[{'alias': 'french', 'title': 'French'}]",30 bd Verd,14,4.0
871,Sushi Red,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",210 avenue de la rose,2,4.5
872,Le Fournil de la Rose,"[{'alias': 'windowsinstallation', 'title': 'Windows Installation'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",94 Avenue Rose,2,5.0
873,Mille et Une Saveurs,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",383 avenue Montolivet,3,4.0
874,City d'Asie,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",74 avenue St Jérôme,4,4.5
875,Sushiwest,"[{'alias': 'japanese', 'title': 'Japanese'}]",61 rue Saint Just,3,3.0
876,Subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",62 ave de Saint-Just,1,3.0
877,Au Moulin Doré,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",103 Rue Alphonse Daudet,1,5.0
878,Bella Italia,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",4 Boulevard Lambert,2,4.0
879,Brasserie Le Matys,"[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'nightlife', 'title': 'Nightlife'}]",3 Rue Alphonse Daudet,1,4.0
880,Mille et Une Saveurs,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",383 avenue Montolivet,3,4.0
881,La Cabane à Pizzas,"[{'alias': 'pizza', 'title': 'Pizza'}]",208 avenue Montolivet,5,4.5
882,Sushi and Wok,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",32 Avenue Frédéric Mistral,10,4.0
883,Le parc de la Moline,"[{'alias': 'parks', 'title': 'Parks'}]",Bd Marius Richard,3,4.0
884,Thomas Philippe,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",3 Boulevard Compostelle,1,5.0
885,Julien et Barnabé,"[{'alias': 'french', 'title': 'French'}]",123 ave de Saint-Julien,3,3.5
886,Sushiwest,"[{'alias': 'japanese', 'title': 'Japanese'}]",61 rue Saint Just,3,3.0
887,Snack du Parc de la Moline,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chocolate', 'title': 'Chocolatiers & Shops'}]",Cité Py,1,3.0
888,Le Frog,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",20 ave Bois Luzy,1,5.0
889,Parc de la Moline,"[{'alias': 'gardens', 'title': 'Botanical Gardens'}, {'alias': 'parks', 'title': 'Parks'}]",Avenue de Montolivet,1,5.0
890,Le Kenji,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",18 avenue de la Figone,10,4.5
891,Le Pacifique,"[{'alias': 'chinese', 'title': 'Chinese'}]",48 avenue Emmanuel Allard,51,4.0
892,La Table du 12ème,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'steak', 'title': 'Steakhouses'}]",66 rue St Jean du Desert,2,4.5
893,Le fournil des trois bastides,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",62 rue Saint Jean du désert,1,4.0
894,fast food chinois,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chinese', 'title': 'Chinese'}]",,1,4.0
895,promopizza,"[{'alias': 'italian', 'title': 'Italian'}]",résidence le vendôme,1,5.0
896,Parc De La Mirabelle,"[{'alias': 'obgyn', 'title': 'Obstetricians & Gynecologists'}, {'alias': 'parks', 'title': 'Parks'}]",avenue William-Booth,6,4.0
897,Le 626,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",626 Rue St Pierre,2,5.0
898,Les Salons de la Boiseraie,"[{'alias': 'french', 'title': 'French'}]",2 rue Gaston de Flotte,2,4.0
899,Sushi Koste,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",101 av de la fourragère,1,4.0
900,Le Vieux Moulin,"[{'alias': 'french', 'title': 'French'}]",82 Chemin du Merlan,2,4.5
901,KFC,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",Centre Commercial Le Merlan,1,5.0
902,Boucherie des Prairies,"[{'alias': 'rotisserie_chicken', 'title': 'Rotisserie Chicken'}, {'alias': 'meats', 'title': 'Meat Shops'}]",Centre commercial des Prairies,1,5.0
903,City d'Asie,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",74 avenue St Jérôme,4,4.5
904,Pizza Saint Mitre,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",128 Château Gombert,1,5.0
905,Pizzeria La Grotte,"[{'alias': 'pizza', 'title': 'Pizza'}]",71 ave du Merlan,1,2.0
906,Les Terasses de Saint Mitre,"[{'alias': 'french', 'title': 'French'}]",57 Chemin des serens,1,4.0
907,King Hallal,"[{'alias': 'butcher', 'title': 'Butcher'}]",73 Avenue Alexandre Ansaldi,1,3.0
908,Le Panetier,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",90 ave de Saint Jerome,1,3.0
909,Pizza Nord Chez Bibi,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",72 Chemin Merlan À La Rose,1,1.0
910,Pizza Lambada,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",208 rue Charles Kaddouz,1,1.0
911,Sushi and Wok,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",32 Avenue Frédéric Mistral,10,4.0
912,Euro Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]",82 boulevard de Beaumont,1,5.0
913,Beaumont Pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",260 avenue du 24 Avril 1915,4,4.0
914,La Baguette Imperiale II,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chinese', 'title': 'Chinese'}]",191 ave du 24 avril 1915,5,2.5
915,Piazza Romana,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",193 avenue des Olives,1,5.0
916,Thomas Philippe,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",3 Boulevard Compostelle,1,5.0
917,Canal Saint Julien,"[{'alias': 'parks', 'title': 'Parks'}]",122 Chemin des Anémones,1,4.0
918,Le parc de la Moline,"[{'alias': 'parks', 'title': 'Parks'}]",Bd Marius Richard,3,4.0
919,Jean-Luc Mouradchalian,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",181 avenue du 24 avril 1915,1,1.0
920,Le Bon Burger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",24 place aux Huiles,36,4.5
921,La Nautique,"[{'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",20 quai de Rive Neuve,60,4.0
922,La Table du Fort,"[{'alias': 'french', 'title': 'French'}]",8 rue Fort Notre Dame,58,4.5
923,Nul Part Ailleurs,"[{'alias': 'provencal', 'title': 'Provencal'}]",18 quai Rive Neuve,145,3.5
924,Le Bouchon Provençal,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",6 place aux Huiles,39,4.0
925,Elyssa,"[{'alias': 'moroccan', 'title': 'Moroccan'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",26 quai de Rive Neuve,10,4.5
926,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
927,Taquería Loka,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",126 rue Sainte,11,4.5
928,The Shamrock,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",16/17 quai de Rive Neuve,117,4.0
929,Le Bistrot des Dames,"[{'alias': 'bistros', 'title': 'Bistros'}]",34 place aux Huiles,21,4.5
930,Le Bon Burger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",24 place aux Huiles,36,4.5
931,La Table du Fort,"[{'alias': 'french', 'title': 'French'}]",8 rue Fort Notre Dame,58,4.5
932,La Nautique,"[{'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",20 quai de Rive Neuve,60,4.0
933,Le Bouchon Provençal,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",6 place aux Huiles,39,4.0
934,Nul Part Ailleurs,"[{'alias': 'provencal', 'title': 'Provencal'}]",18 quai Rive Neuve,145,3.5
935,César Place,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'french', 'title': 'French'}, {'alias': 'farmersmarket', 'title': 'Farmers Market'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",21 place aux Huiles,131,4.0
936,L'Aromat,"[{'alias': 'french', 'title': 'French'}]",49 rue Sainte,117,4.0
937,La Cantine,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",27 cours Honoré d'Estienne d'Orves,108,4.0
938,La Côte de Boeuf,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'provencal', 'title': 'Provencal'}]",35 cours Honoré d'Estienne d'Orves,195,4.0
939,Le Bistrot des Dames,"[{'alias': 'bistros', 'title': 'Bistros'}]",34 place aux Huiles,21,4.5
940,Le Bon Burger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",24 place aux Huiles,36,4.5
941,La Table du Fort,"[{'alias': 'french', 'title': 'French'}]",8 rue Fort Notre Dame,58,4.5
942,La Nautique,"[{'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",20 quai de Rive Neuve,60,4.0
943,Le Bouchon Provençal,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",6 place aux Huiles,39,4.0
944,Sushi Street Café,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",24 boulevard Notre Dame,101,4.0
945,Le Bistrot des Dames,"[{'alias': 'bistros', 'title': 'Bistros'}]",34 place aux Huiles,21,4.5
946,La Cantine,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",27 cours Honoré d'Estienne d'Orves,108,4.0
947,La Côte de Boeuf,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'provencal', 'title': 'Provencal'}]",35 cours Honoré d'Estienne d'Orves,195,4.0
948,La Poule Noire,"[{'alias': 'french', 'title': 'French'}]",61 rue Sainte,43,4.0
949,Carry Nation,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",,43,4.5
950,La Table de l'Olivier,"[{'alias': 'modern_european', 'title': 'Modern European'}]",56 Rue Mazenod,29,4.5
951,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
952,Le Taxi Brousse,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'african', 'title': 'African'}]",21 rue Observance,35,3.5
953,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",10 rue d'Aubagne,132,4.5
954,Le Perroquet Bleu,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",72 bd des Dames,24,3.5
955,Big Fernand,"[{'alias': 'burgers', 'title': 'Burgers'}]",10 place de la Joliette,23,3.5
956,Bar des 13 Coins,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",45 rue Sainte-Françoise,36,4.0
957,Vinonéo,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",6 place Daviel,56,4.5
958,Centre de la Vieille Charité,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'museums', 'title': 'Museums'}]",2 rue de la Charité,47,4.5
959,Le Grain de Sable,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'french', 'title': 'French'}]",34 Rue Baignoir,47,4.5
960,Le Café de la Banque,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",24 bd Paul Peytral,65,4.5
961,Treize en Vue,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'french', 'title': 'French'}]",40 rue de Breteuil,45,4.5
962,Sylvain Depuichaffray,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",66 rue Grignan,66,4.5
963,Le Grand Latin,"[{'alias': 'italian', 'title': 'Italian'}]",27 rue Sainte,179,4.0
964,Les Panisses,"[{'alias': 'french', 'title': 'French'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",23 rue Sainte,39,4.0
965,Sushi Street Café,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",24 boulevard Notre Dame,101,4.0
966,Le Bistrot à Vin,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",17 rue Sainte,76,4.0
967,Grumpy Cakes,"[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",12 rue Corneille,35,4.5
968,La Poule Noire,"[{'alias': 'french', 'title': 'French'}]",61 rue Sainte,43,4.0
969,L'Aromat,"[{'alias': 'french', 'title': 'French'}]",49 rue Sainte,117,4.0
970,Taquería Loka,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",126 rue Sainte,11,4.5
971,La Velada,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'pizza', 'title': 'Pizza'}]",31 Rue Endoume,32,4.0
972,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
973,Four des Navettes,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",136 rue Sainte,98,3.5
974,Abbaye Saint-Victor,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'churches', 'title': 'Churches'}, {'alias': 'festivals', 'title': 'Festivals'}]",3 rue de l'Abbaye,28,4.0
975,Moon Burger,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",29 bd de la Corderie,27,4.0
976,Le Café de la Banque,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",24 bd Paul Peytral,65,4.5
977,Elyssa,"[{'alias': 'moroccan', 'title': 'Moroccan'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",26 quai de Rive Neuve,10,4.5
978,Apsara,"[{'alias': 'cambodian', 'title': 'Cambodian'}]",151 rue Sainte,34,4.5
979,Basilique Notre-Dame de la Garde,"[{'alias': 'churches', 'title': 'Churches'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",Rue Fort du Sanctuaire,197,4.5
980,Le Café de la Banque,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",24 bd Paul Peytral,65,4.5
981,Treize en Vue,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'french', 'title': 'French'}]",40 rue de Breteuil,45,4.5
982,L'Escapade Marseillaise,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",134 rue Paradis,58,4.5
983,Al Dente,"[{'alias': 'italian', 'title': 'Italian'}]",10 rue Edmond Rostand,256,4.0
984,Le Julien,"[{'alias': 'lyonnais', 'title': 'Lyonnais'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'sud_ouest', 'title': 'French Southwest'}]",114 Rue Paradis,46,4.0
985,Minoofi,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",104 rue Paradis,87,4.0
986,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
987,Le Corto,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",24 place Notre-Dame du Mont,65,4.5
988,La Table Ronde,"[{'alias': 'creperies', 'title': 'Creperies'}]",24 rue Sylvabelle,137,4.0
989,Wadina,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",133 Rue Breteuil,94,4.5
990,Le Carré Bistromanie,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",Sofitel Marseille Vieux Port,180,4.0
991,Victor Café,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}]",New Hotel of Marseille,80,4.0
992,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
993,Restaurant Rowing Club,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",34 boulevard Charles Livon,51,3.5
994,Chez Michel,"[{'alias': 'seafood', 'title': 'Seafood'}]",6 rue des Catalans,34,4.0
995,Palais du Pharo,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",58 bd Charles Livon,22,4.5
996,Le Chalet du Pharo,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",58 boulevard Charles Livon,49,4.0
997,Les Trois Forts,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'french', 'title': 'French'}]",36 boulevard Charles Livon,21,4.0
998,Le Charles Livon,"[{'alias': 'french', 'title': 'French'}]",89 boulevard Charles Livon,44,3.5
999,Abaco,"[{'alias': 'french', 'title': 'French'}]",38 B Rue Papety,25,4.5
1000,Le Carré Bistromanie,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",Sofitel Marseille Vieux Port,180,4.0
1001,Victor Café,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}]",New Hotel of Marseille,80,4.0
1002,Le Chalet du Pharo,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",58 boulevard Charles Livon,49,4.0
1003,Restaurant Rowing Club,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",34 boulevard Charles Livon,51,3.5
1004,Palais du Pharo,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",58 bd Charles Livon,22,4.5
1005,Chez Michel,"[{'alias': 'seafood', 'title': 'Seafood'}]",6 rue des Catalans,34,4.0
1006,Le Charles Livon,"[{'alias': 'french', 'title': 'French'}]",89 boulevard Charles Livon,44,3.5
1007,Les Trois Forts,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'french', 'title': 'French'}]",36 boulevard Charles Livon,21,4.0
1008,Parc Émile Duclaux,"[{'alias': 'parks', 'title': 'Parks'}]",58 boulevard Charles Livon,11,4.5
1009,Les Akolytes,"[{'alias': 'french', 'title': 'French'}, {'alias': 'modern_european', 'title': 'Modern European'}]",41 rue Papety,26,3.5
1010,Le Corto,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",24 place Notre-Dame du Mont,65,4.5
1011,Le Café de la Banque,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",24 bd Paul Peytral,65,4.5
1012,Al Dente,"[{'alias': 'italian', 'title': 'Italian'}]",10 rue Edmond Rostand,256,4.0
1013,La Maison des Raviolis,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",14 rue d'Italie,29,4.0
1014,Le Goût des Choses,"[{'alias': 'french', 'title': 'French'}]",4 place Notre-Dame du Mont,58,4.0
1015,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
1016,Sushi Resto,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",27 bis rue d'Italie,124,4.0
1017,Café Vian,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'provencal', 'title': 'Provencal'}, {'alias': 'bbq', 'title': 'Barbeque'}]",12 rue Vian,119,4.5
1018,L'Escapade Marseillaise,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",134 rue Paradis,58,4.5
1019,Sauveur,"[{'alias': 'pizza', 'title': 'Pizza'}]",10 rue d'Aubagne,132,4.5
1020,Le Café de la Banque,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",24 bd Paul Peytral,65,4.5
1021,Le Corto,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",24 place Notre-Dame du Mont,65,4.5
1022,Al Dente,"[{'alias': 'italian', 'title': 'Italian'}]",10 rue Edmond Rostand,256,4.0
1023,La Maison des Raviolis,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",14 rue d'Italie,29,4.0
1024,L'Escapade Marseillaise,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",134 rue Paradis,58,4.5
1025,Le Julien,"[{'alias': 'lyonnais', 'title': 'Lyonnais'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'sud_ouest', 'title': 'French Southwest'}]",114 Rue Paradis,46,4.0
1026,Le Goût des Choses,"[{'alias': 'french', 'title': 'French'}]",4 place Notre-Dame du Mont,58,4.0
1027,Sushi Resto,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",27 bis rue d'Italie,124,4.0
1028,La Caravelle,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'provencal', 'title': 'Provencal'}]",34 quai du Port,262,4.0
1029,La Table Ronde,"[{'alias': 'creperies', 'title': 'Creperies'}]",24 rue Sylvabelle,137,4.0
1030,La Velada,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'pizza', 'title': 'Pizza'}]",31 Rue Endoume,32,4.0
1031,Basilique Notre-Dame de la Garde,"[{'alias': 'churches', 'title': 'Churches'}, {'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",Rue Fort du Sanctuaire,197,4.5
1032,Zia Concetta,"[{'alias': 'trattorie', 'title': 'Trattorie'}, {'alias': 'importedfood', 'title': 'Imported Food'}]",111 rue d'Endoume,8,4.5
1033,Le Petit Nice Passedat,"[{'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}]",17 rue des Braves,154,4.0
1034,La Table du Fort,"[{'alias': 'french', 'title': 'French'}]",8 rue Fort Notre Dame,58,4.5
1035,La Nautique,"[{'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",20 quai de Rive Neuve,60,4.0
1036,Grumpy Cakes,"[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",12 rue Corneille,35,4.5
1037,Victor Café,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}]",New Hotel of Marseille,80,4.0
1038,Le Bon Burger,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",24 place aux Huiles,36,4.5
1039,Carry Nation,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",,43,4.5
1040,Victor Café,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}]",New Hotel of Marseille,80,4.0
